Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ2309239001708RH6,118.868,5.00054,4.9998,PASSED,PASSED,PASSED,PASSED,316,353.6,PASS,5/2/2024 7:07:35 AM
ZJ2309239001281RH6,120.408,4.9996,5.00023,PASSED,FAILED,PASSED,PASSED,-180.8,354.8, --- , 5.00026,5.0002,PASSED,PASSED,PASSED,PASSED,-204,344.4,FAIL,5/2/2024 7:34:21 AM
ZJ2309239001327RH6,119.085,5.00012,5.00013,PASSED,FAILED,PASSED,PASSED,327.2,332, --- , 5.00012,5.00039,PASSED,FAILED,FAILED,FAILED,336,338.8,FAIL,5/2/2024 7:36:14 AM
ZJ2309239001284RH6,118.922,4.99954,4.99965,PASSED,PASSED,PASSED,PASSED,266.8,343.2,PASS,5/2/2024 7:37:32 AM
ZJ2309239001730RH6,118.155,5.00024,5.0002,PASSED,PASSED,PASSING,PASSED,286.4,224, --- , 4.99998,4.9997,PASSED,PASSED,PASSED,PASSED,304.8,214.4,FAIL,5/2/2024 7:39:20 AM
ZJ2309239001730RH6,119.019,4.99964,5.0004,PASSED,PASSED,PASSED,PASSED,281.6,253.6,PASS,5/2/2024 7:40:19 AM
ZJ2309239001724RH6,118.56,5.00012,5.00052,PASSED,PASSED,PASSED,PASSED,312.8,328.4,PASS,5/2/2024 7:41:39 AM
ZJ2309239001726RH6,119.715,5.00016,5.00047,PASSED,PASSED,PASSED,PASSED,324,318.4,PASS,5/2/2024 7:42:49 AM
ZJ2309239001251RH6,120.056,4.9996,5.00028,PASSED,FAILED,PASSED,PASSED,307.2,354.8, --- , 5.00006,4.99988,PASSED,FAILED,PASSED,PASSED,312.8,352,FAIL,5/2/2024 7:44:38 AM
ZJ2309239001251RH6,120.934,4.9996,5.00028,PASSED,PASSED,PASSED,PASSED,330.4,345.6,PASS,5/2/2024 7:45:35 AM
ZJ2309239001740RH6,119.415,5.00002,4.9997,PASSED,PASSED,PASSED,PASSED,367.6,329.2,PASS,5/2/2024 7:46:42 AM
ZJ2309239001287RH6,118.828,4.99996,5.00013,PASSED,PASSED,PASSED,PASSED,319.2,344.8,PASS,5/2/2024 7:47:52 AM
ZJ2309239001346RH6,119.194,4.99952,4.99993,PASSED,PASSED,PASSED,PASSED,290.4,339.2,PASS,5/2/2024 7:49:06 AM
ZJ2309239001723RH6,120.726,4.99994,4.99984,PASSED,PASSED,PASSED,PASSED,333.6,372,PASS,5/2/2024 7:50:17 AM
ZJ2309239001735RH6,120.073,9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,FAILED,PASSING,9.91E+46,9.91E+46,FAIL,5/2/2024 7:52:28 AM
ZJ2309239001327RH6,119.156,4.99976,5.00049,PASSED,FAILED,PASSED,PASSED,324.8,337.6, --- , 5.00044,4.99999,PASSED,FAILED,PASSED,PASSED,313.6,326.4,FAIL,5/2/2024 7:54:17 AM
ZJ2309239001687RH6,119.226,5.00042,4.99963,PASSED,PASSED,PASSED,PASSED,321.6,196, --- , 4.99992,4.99999,PASSED,PASSED,PASSED,PASSED,336,207.2,FAIL,5/2/2024 7:56:07 AM
ZJ2309239001293RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,5/2/2024 7:57:12 AM
ZJ2309239001293RH6,120.782,4.99944,4.99992,PASSED,PASSED,PASSING,PASSED,326.4,356,PASS,5/2/2024 7:59:17 AM
ZJ2309239001266RH6,117.927,5.00008,5.00009,PASSED,PASSED,PASSED,PASSED,322.4,327.6,PASS,5/2/2024 9:28:45 AM
ZJ2309239001681RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,5/2/2024 9:29:42 AM
ZJ2309239001681RH6,117.528,5.00054,5.00016,PASSED,PASSED,PASSED,PASSED,324,330.4,PASS,5/2/2024 9:31:03 AM
ZJ2309239001493RH6,116.294,4.9998,5.00044,PASSED,FAILED,PASSED,PASSED,324,275.2, --- , 4.99972,4.99951,PASSED,PASSED,PASSED,PASSED,297.6,264.8,PASS,5/2/2024 9:33:42 AM
ZJ2309239001493RH6,116.417,5.00034,4.99959,PASSED,PASSED,PASSED,PASSED,292,282.4,PASS,5/2/2024 9:37:39 AM
ZJ2309239001612RH6,118.933,5.00048,5.00015,FAILED,PASSED,PASSED,PASSED,331.2,376.8, --- , 5.00008,4.99972,FAILED,PASSED,PASSED,PASSED,348,385.2,FAIL,5/2/2024 9:40:13 AM
ZJ2309239001722RH6,118.479,4.99976,5.00021,PASSED,PASSED,PASSED,PASSED,282.4,350.4,PASS,5/2/2024 9:42:22 AM
ZJ2309239001692RH6,118.165,4.99948,5.00007,PASSED,PASSED,PASSED,PASSED,335.2,360,PASS,5/2/2024 9:43:37 AM
ZJ2309239001744RH6,118.405,5.00042,4.99968,PASSED,FAILED,PASSED,PASSED,302.4,277.6, --- , 5.00026,5.00013,PASSED,PASSED,PASSED,PASSED,296.8,280.4,PASS,5/2/2024 9:45:44 AM
ZJ2309239001689RH6,118.058,9.91E+34,9.91E+34,PASSED,PASSED,PASSED,PASSED,347.2,346.4, --- , 4.99984,5.00009,PASSED,PASSED,PASSED,PASSED,352.8,354,PASS,5/2/2024 9:47:39 AM
ZJ2309239001253RH6,117.496,9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSING,PASSING,9.91E+46,9.91E+46,FAIL,5/2/2024 9:49:41 AM
ZJ2309239001253RH6,118.185,4.99996,4.99969,PASSED,PASSED,FAILED,FAILED,292,346.8, --- , 4.99948,5.00001,PASSED,PASSED,PASSED,PASSED,256,330,PASS,5/2/2024 9:51:42 AM
ZJ2309239001311RH6,118.064,5,4.99994,PASSED,PASSED,PASSED,PASSED,355.2,346.4,PASS,5/2/2024 9:52:56 AM
ZJ2309239001280RH6,117.332,5.00004,5.00045,PASSED,PASSED,PASSED,PASSED,320.4,306.4,PASS,5/2/2024 9:54:15 AM
ZJ2309239001291RH6,118.629,5.00004,5.00011,PASSED,PASSED,PASSED,PASSED,350.4,339.2,PASS,5/2/2024 9:56:01 AM
ZJ2309239001283RH6,118.241,4.99978,4.99984,PASSED,PASSED,FAILED,FAILED,307.2,352, --- , 5.00014,4.99984,PASSED,PASSED,PASSED,PASSED,322,367.2,PASS,5/2/2024 9:58:19 AM
ZJ2309239001307RH6,117.91,5.00012,4.99957,PASSED,PASSED,PASSED,PASSED,332.8,354.4,PASS,5/2/2024 10:12:43 AM
ZJ2309239001709RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,5/2/2024 10:13:09 AM
ZJ2309239001709RH6,117.593,4.99962,5.00029,PASSED,PASSED,PASSED,PASSED,226.4,335.2,PASS,5/2/2024 10:14:18 AM
ZJ2309239001296RH6,117.781,4.99988,5.00049,PASSED,PASSED,PASSED,PASSED,288,344.8,PASS,5/2/2024 10:15:25 AM
ZJ2309239001295RH6,118.52,4.99978,5.00021,PASSED,PASSED,PASSED,PASSED,297.6,359.2,PASS,5/2/2024 10:16:38 AM
ZJ23092390011104RH6,0.0200272,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,5/2/2024 10:21:30 AM
ZJ23092390011104RH6,116.993,9.91E+34,9.91E+34,PASSING,PASSING,PASSING,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,342,9.91E+46,FAIL,5/2/2024 10:23:20 AM
ZJ23092390011104RH6,117.486,5.0003,4.99973,PASSED,PASSED,PASSED,PASSED,356.8,328.4,PASS,5/2/2024 10:25:24 AM
ZJ2309239001727RH6,117.758,5.00006,4.99958,PASSED,FAILED,PASSED,PASSED,342.4,337.6, --- , 4.99988,4.99991,PASSED,PASSED,PASSED,PASSED,322.4,318.8,PASS,5/2/2024 10:28:33 AM
ZJ2309239001279RH6,117.602,5.00028,5.00011,PASSED,PASSED,PASSED,PASSED,297.6,185.2, --- , 5.00008,4.99945,PASSED,PASSED,PASSED,PASSED,307.2,196.8,FAIL,5/2/2024 10:35:34 AM
ZJ2309239001279RH6,118.378,4.99982,4.99925,PASSED,PASSED,PASSING,PASSED,294,173.6, --- , 4.99956,4.99999,PASSED,FAILED,PASSED,PASSED,282.8,207.2,FAIL,5/2/2024 10:37:12 AM
ZJ2309239001257RH6,117.745,4.99996,5.00003,PASSED,PASSED,PASSED,PASSED,332.8,351.6,PASS,5/2/2024 10:38:29 AM
ZJ2309239001262RH6,118.47,5.00004,5.00001,PASSED,PASSED,PASSING,PASSED,274.8,337.6,PASS,5/2/2024 10:39:38 AM
ZJ2309239001265RH6,117.829,5.00062,5.00038,PASSED,PASSED,PASSED,PASSED,281.6,304.4,PASS,5/2/2024 10:40:46 AM
ZJ2309239001258RH6,117.965,5.0006,5,PASSED,PASSED,FAILED,FAILED,311.2,260, --- , 5.00026,4.99965,PASSED,PASSED,PASSED,PASSED,300,288.4,PASS,5/2/2024 10:42:36 AM
ZJ2309239001745RH6,117.751,4.99944,5.00027,PASSED,PASSED,FAILED,FAILED,327.6,349.2, --- , 5.00016,4.99982,PASSED,PASSED,PASSED,PASSED,314.4,353.6,PASS,5/2/2024 10:44:49 AM
ZJ2309239001279RH6,117.455,4.99992,5.00009,PASSED,PASSED,PASSED,PASSED,306.4,210.4, --- , 5.00008,4.99971,PASSED,PASSED,PASSED,PASSED,262,178,FAIL,5/2/2024 10:46:39 AM
ZJ2309239001279RH6,118.088,4.99996,4.99971,PASSED,PASSED,FAILED,FAILED,287.2,204.8, --- , 4.99988,4.99967,PASSED,FAILED,PASSED,PASSED,263.2,179.2,FAIL,5/2/2024 10:49:16 AM
ZJ2309239001696RH6,117.921,5.0002,4.99962,PASSED,PASSED,PASSED,PASSED,263.2,334.4,PASS,5/2/2024 10:58:51 AM
ZJ2309239001738RH6,123.804,4.99974,4.9998,FAILED,FAILED,FAILED,PASSED,348.8,336.4, --- , 5.00014,5,FAILED,FAILED,FAILED,PASSED,344,343.6,FAIL,5/2/2024 11:00:57 AM
ZJ2309239001738RH6,124.793,5.00042,4.99995,FAILED,FAILED,FAILED,PASSED,348,322.4, --- , 5.00044,4.99997,FAILED,FAILED,FAILED,PASSED,361.2,349.2,FAIL,5/2/2024 11:02:41 AM
ZJ2309239001698RH6,118.35,4.99962,5.00047,PASSED,PASSED,PASSED,PASSED,-204,363.6, --- , 5.00048,4.99975,PASSED,PASSED,PASSED,PASSED,-213.2,340,FAIL,5/2/2024 11:05:07 AM
ZJ2309239001704RH6,119.117,5.00004,5.00023,FAILED,FAILED,FAILED,PASSED,280,309.2, --- , 4.99994,4.9998,FAILED,FAILED,FAILED,PASSED,288.8,296.4,FAIL,5/2/2024 11:07:07 AM
ZJ2309239001704RH6,119.721,5.00038,5.00013,FAILED,FAILED,FAILED,PASSED,303.2,306, --- , 5.0005,5.00025,FAILED,FAILED,FAILING,PASSED,301.6,319.2,FAIL,5/2/2024 11:09:17 AM
ZJ2309239001268RH6,117.296,4.99962,5.00017,FAILED,FAILED,FAILED,PASSED,337.6,358.8, --- , 4.9997,4.99967,FAILED,FAILED,FAILED,PASSED,345.6,370.8,FAIL,5/2/2024 11:11:16 AM
ZJ2309239001721RH6,119.421,9461.70128,5.00044,PASSED,FAILED,FAILED,FAILED,323.2,461.6, --- , 4.9998,4.99999,PASSED,FAILED,FAILING,FAILED,338.8,470.4,FAIL,5/2/2024 11:14:20 AM
ZJ2309239001702RH6,119.121,4.99984,5.00036,PASSED,FAILED,PASSED,PASSED,235.2,341.6, --- , 4.99984,5.00012,PASSED,PASSED,PASSED,PASSED,214.4,346,FAIL,5/2/2024 11:16:43 AM
ZJ2309239001702RH6,118.917,35776.26004,23601.40069,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46,FAIL,5/2/2024 11:37:54 AM
