Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ2309239001708RH6,118.868,5.00054,4.9998,PASSED,PASSED,PASSED,PASSED,316,353.6,PASS,5/2/2024 7:07:35 AM
ZJ2309239001290RH6,115.932,9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,329.6,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,1271.2,9.91E+46,FAIL,5/2/2024 7:17:54 AM
ZJ2309239001290RH6,116.59,60835.96808,46808.87705,PASSED,PASSED,PASSED,PASSED,312.8,340, --- , 5.00018,5.00019,PASSED,FAILED,PASSED,PASSED,318.4,346.8,FAIL,5/2/2024 7:19:59 AM
ZJ2309239001303RH6,119.033,4.9996,4.99954,PASSED,PASSED,PASSED,PASSED,304.8,340.8,PASS,5/2/2024 7:21:19 AM
ZJ2309239001708RH6,119.123,4.99984,4.99983,PASSED,PASSED,PASSED,PASSED,329.6,355.2,PASS,5/2/2024 7:22:51 AM
ZJ2309239001706RH6,119.087,5.00008,4.99957,PASSED,PASSED,PASSED,PASSED,273.6,334.4,PASS,5/2/2024 7:24:06 AM
ZJ2309239001699RH6,120.407,4.99976,5.00007,PASSED,PASSED,PASSED,PASSED,340.8,352,PASS,5/2/2024 7:25:16 AM
ZJ2309239001725RH6,120.25,4.99948,5.00037,PASSED,PASSED,PASSED,PASSED,286.4,313.2,PASS,5/2/2024 7:26:27 AM
ZJ2309239001290RH6,119.139,5.0003,5,PASSED,PASSED,PASSED,PASSED,304.8,368,PASS,5/2/2024 7:27:40 AM
ZJ2309239001735RH6,119.887,9.91E+34,9.91E+34,PASSED,PASSING,PASSING,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46,FAIL,5/2/2024 7:29:57 AM
ZJ2309239001735RH6,120.855,9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46, --- , 9.91E+34,9.91E+34,PASSED,PASSING,PASSED,PASSING,9.91E+46,9.91E+46,FAIL,5/2/2024 7:31:33 AM
